ArtistId,AlbumId
3dcO6J0QtVq4xwePBwkq3W,0Al140oVtS46ZckbJesOKf
5KuuNGYTUTokLerXMNYCGL,0anKuxG4Pijb7ohG3TM3rc
7HkdQ0gt53LP4zmHsL0nap,0AoPcGhCHaz9K96DoJoKlu
7t0rwkOPGlDPEhaOcVtOt9,0AP5O47kJWlaKVnnybKvQI
52MFUXZatn0KsT2bdPQI2a,0AQ6evdrI5Nkmp5lDYYCCh
7zrkALJ9ayRjzysp4QYoEg,0aqv2HD8GPGDDM0CokS0Fk
22bE4uQ6baNwSHPVcDxLCe,0aqZJlugIkTUWW1sa4BANp
3YQKmKGau1PzlVlkL1iodx,0aQZjurM8n5Fw7G55zDUyp
2pH3wEn4eYlMMIIQyKPbVR,0ArDqNElLSOLvF98oFNUNp
50JJSqHUf2RQ9xsHs0KMHg,0aRIVhGZ5l7pmaBF38fgby
0Ak6DLKHtpR6TEEnmcorKA,0aroGGkehVjsg8QCNDGjTK
0pkwrPVI8UyXtPkavyJoZ4,0atHmrOzrm6itiQJbGyN7Q
2QIHd0B2VIKlmLyoq4lUr7,0atNuWHAl0gqqBSkLCN50M
213i4NKah1DX9q0FNiKsuw,0Au4HNwGtEi5iOFprP0027
4L8MIM7AXmq6jb0tRix4JT,0avM3jlJLG0wgXyy4VpjwI
4jx6nx9GUfF1x31hBf5hfY,0AVRaMhrXg9RvTqcfNpyeg
2ycnb8Er79LoH2AsR5ldjh,0AwBxVtsvLVwmaVwwe5beS
0Vw76uk7P8yVtTClWyOhac,0aWcnOSntyOxzNCxBksLW6
0cLrgpG3pW4MX4nD8h6qCc,0Ax9y40UXFjo0sTB71u4ZK
6vqxTQz5ZOfRSQZWfes7mR,0Ax9y40UXFjo0sTB71u4ZK
73e7mIMB4TvYKvNuXu2XxR,0ay9H9Pxj1WMixwcYkuqoi
2p1fiYHYiXz9qi0JJyxBzN,0AyaZjU2ofiBtPlJXk0Epv
1Q22azjP5FFbyeWE3sYn4D,0AyNpOYY3hL5haZQlgTUra
4N57Ev9G6CQqREsZCIrcfL,0AyNpOYY3hL5haZQlgTUra
0LyfQWJT6nXafLPZqxe9Of,0AytEkdDqOZplIgzexz6Lg
3AVfmawzu83sp94QW7CEGm,0AZnZ7IuXAO9k6rYNKZSxg
69MEO1AADKg1IZrq2XLzo5,0B0RuH2PSWoEkIvi75xY5d
776Uo845nYHJpNaStv1Ds4,0B0Zwfcy4pAY2JAoxIEkR5
3iAhNz3e31lBuXYOsqGsf3,0b175Yqe97hNfvJh5IzKeR
00TKPo9MxwZ0j4ooveIxWZ,0b1qo3QvrVMd8tNdvJutX3
6LuN9FCkKOj5PcnpouEgny,0B1vzblCZwbnUF8cv5jGkd
5lh1imF7kkn87IHQsoEjJB,0B2tZmiPYlz9Jc1jbupQOX
3bhu7P5PfngueRHiB9hjcx,0B4eikFaUJcf3hc6DaSVov
38SKxCyfrmNWqWunb9wGHP,0B4NOE3I9keouma91iRaLx
2bwR166mSJEJrYJqfyust3,0b5DDYDmmQwB5sA1DiOC3S
1Y8cdNmUJH7yBTd9yOvr5i,0b6ivSFfDs38MG7aLn9rvO
3Dd1WVQvZUgyi9XEqOIPhA,0b6Rve3cCGKGtVAxBXTQUy
2uALlStmRtDMHC1JJE5OOL,0b72q4xol76kDtxDjg6xwP
