ArtistId,TrackId,Created,Modified
00FQb4jTyendYWaN8pK0wa,2Kerz9H9IejzeIpjhDJoYG,2019-01-25 01:14:41.5641234,2019-01-25 01:14:41.5641235
00FQb4jTyendYWaN8pK0wa,2vtmY2mSccRzKGjtcHSzI3,2019-01-25 01:15:09.1894712,2019-01-25 01:15:09.1894713
00FQb4jTyendYWaN8pK0wa,302ZEWd1TDXvA4PLz0UQhj,2020-02-27 22:39:08.9204387,2020-02-27 22:39:08.9204400
00FQb4jTyendYWaN8pK0wa,3BJe4B8zGnqEdQPMvfVjuS,2019-01-25 01:15:38.1587997,2019-01-25 01:15:38.1587998
00FQb4jTyendYWaN8pK0wa,3fx5ozORvvTGnSnOhUqrgj,2019-02-11 21:18:40.5536596,2019-02-11 21:18:40.5536597
00FQb4jTyendYWaN8pK0wa,3taCbWWTilb7eNMsAzOBq4,2019-01-25 01:16:18.7491408,2019-01-25 01:16:18.7491408
00FQb4jTyendYWaN8pK0wa,3uUCgL0cbSd0isnqhHCm1f,2019-01-25 01:16:24.4834834,2019-01-25 01:16:24.4834835
00FQb4jTyendYWaN8pK0wa,3ZKRAzNAsiJrBGUM2BX9av,2019-01-25 01:16:37.9854631,2019-01-25 01:16:37.9854631
00FQb4jTyendYWaN8pK0wa,4EDijkJdHBZZ0GwJ12iTAj,2020-02-24 16:17:33.0279434,2020-02-24 16:17:33.0279447
00FQb4jTyendYWaN8pK0wa,4MDpkzAyG2X0dmtOU0ZESX,2020-04-18 15:15:45.0267192,2020-04-18 15:15:45.0267205
00FQb4jTyendYWaN8pK0wa,4Ouhoi2lAhrLJKFzUqEzwl,2019-01-25 01:17:43.9298913,2019-01-25 01:17:43.9298914
00FQb4jTyendYWaN8pK0wa,4RyK6N4IQ85xxLgguQAFH5,2019-01-25 01:17:56.7657976,2019-01-25 01:17:56.7657977
00FQb4jTyendYWaN8pK0wa,4UAW2gObi5o6sJla0qZpPn,2019-01-25 01:18:07.2237891,2019-01-25 01:18:07.2237892
00FQb4jTyendYWaN8pK0wa,5FhSYoXPUaPUsEmCqBdFE7,2019-01-25 01:18:53.4221358,2019-01-25 01:18:53.4221359
00FQb4jTyendYWaN8pK0wa,5QqyRUZeBE04yJxsD1OC0I,2019-06-01 13:46:22.4835048,2019-06-01 13:46:22.4835049
00FQb4jTyendYWaN8pK0wa,5UPHeuDP0AnG830Yf3bJJD,2019-01-25 01:19:43.1385544,2019-01-25 01:19:43.1385545
00FQb4jTyendYWaN8pK0wa,5Y6nVaayzitvsD5F7nr3DV,2019-01-25 01:19:52.9304757,2019-01-25 01:19:52.9304758
00FQb4jTyendYWaN8pK0wa,6eygbzyL6hY8jFQTARDuo9,2019-01-25 01:20:33.5420160,2019-01-25 01:20:33.5420160
00FQb4jTyendYWaN8pK0wa,6g4RVB6qiuySTw9FCV1HEM,2019-01-25 01:20:39.5892217,2019-01-25 01:20:39.5892218
00FQb4jTyendYWaN8pK0wa,6JF5OEqj3bIEdoBTkHVACm,2019-01-25 01:20:53.2863615,2019-01-25 01:20:53.2863616
00FQb4jTyendYWaN8pK0wa,6PUIzlqotEmPuBfjbwYWOB,2019-01-25 01:21:16.7965712,2019-01-25 01:21:16.7965713
00FQb4jTyendYWaN8pK0wa,6qqdFWe7C4LsBjWbXQdsHA,2019-01-25 01:21:20.6574330,2019-01-25 01:21:20.6574331
00FQb4jTyendYWaN8pK0wa,6zegtH6XXd2PDPLvy1Y0n2,2019-11-17 12:05:57.7375486,2019-11-17 12:05:57.7375487
00FQb4jTyendYWaN8pK0wa,761QvVHTibYjEi2r6A4g4Q,2019-04-21 14:46:26.6178907,2019-04-21 14:46:26.6178907
00FQb4jTyendYWaN8pK0wa,7cNz65PfCatRXoX7QtqM2A,2019-01-25 01:22:30.1776822,2019-01-25 01:22:30.1776823
00FQb4jTyendYWaN8pK0wa,7LQKuOaqJrNgVIGLFnfvdn,2019-01-25 01:23:11.1156558,2019-01-25 01:23:11.1156558
00FQb4jTyendYWaN8pK0wa,7nns9KjsadA1Cx7as2eGNG,2020-02-14 15:53:30.1407043,2020-02-14 15:53:30.1407061
00FQb4jTyendYWaN8pK0wa,7yFMhCJOsH7khgpdnyrZAZ,2019-01-25 01:23:39.8036746,2019-01-25 01:23:39.8036748
00Nnsh2ykMBYnCDsSFGXSY,50yz9kROQd2q5dmvnF23V0,2020-02-14 17:33:12.0642807,2020-02-14 17:33:12.0642820
00sazWvoTLOqg5MFwC68Um,0BF3SeGcWyEUfgyMOfZSxz,2020-05-14 15:34:14.4906078,2020-05-14 15:34:14.4906090
00sazWvoTLOqg5MFwC68Um,3YYKrn3iGOAel605Znt3ai,2019-01-28 06:00:07.3345132,2019-01-28 06:00:07.3345133
00sCATpEvwH48ays7PlQFU,1tghhViaNeUyYxqTDMteOb,2019-01-25 01:13:56.6480105,2019-01-25 01:13:56.6480106
00TKPo9MxwZ0j4ooveIxWZ,0yeOBIkI3whpk4n223Lpuo,2020-04-06 14:50:29.2257555,2020-04-06 14:50:29.2257568
00TSU8ZyeaRjUvvCOwbJey,66KZxuEOqalytLoHPSGRI9,2019-07-30 10:00:00.8252329,2019-07-30 10:00:00.8252330
00TSU8ZyeaRjUvvCOwbJey,6mPtmnxwJBcWxtgyQPcORI,2019-07-30 13:17:26.3093443,2019-07-30 13:17:26.3093444
00TSU8ZyeaRjUvvCOwbJey,6X00moMegr2nwytMZbiD5P,2019-07-30 13:17:26.4855860,2019-07-30 13:17:26.4855861
00Z3UDoAQwzvGu13HoAM7J,3DdQbt1EdmUN7saVPf3JHy,2019-03-29 14:40:51.8425768,2019-03-29 14:40:51.8425769
00Z3UDoAQwzvGu13HoAM7J,6xG9RS4V07EDjl4RLKwejk,2019-01-25 01:21:47.8857767,2019-01-25 01:21:47.8857767
00Z3UDoAQwzvGu13HoAM7J,6zyZMBG4qCB61qrKz9FjJQ,2019-03-01 18:53:45.4798219,2019-03-01 18:53:45.4798220
00Z5AOJft0KxS7v35Btgm1,5HTIpHpGL1GJDxEpyaipK9,2019-12-13 14:46:16.1423466,2019-12-13 14:46:16.1423466
00zTvnmzbcY0m6y2hDgLsu,2mcOx4WV3guTbYOEiHZfqq,2019-05-16 14:26:19.8348367,2019-05-16 14:26:19.8348368
014COdkGXH0lMpuV72Kq7V,0utiZoqKlZFdH8CNw38kWl,2020-03-14 12:31:03.7803212,2020-03-14 12:31:03.7803223
01BURBlkAg99Wkn7n172us,2XfS8ms7szlINfbdtkpciE,2020-06-11 13:43:08.4587128,2020-06-11 13:43:08.4587141
01byPcVIK3qaYHxnVUhQDF,6XoMvI2rKmtdxmsbDOKAvT,2019-01-25 01:21:49.4076615,2019-01-25 01:21:49.4076616
01CONshnyEfPUMMdGTL6sZ,5zE91mBWUWL1NFfw68MRj8,2020-06-18 23:15:55.2324631,2020-06-18 23:15:55.2324645
01e2lCvLZ4fLUIRy68nptH,0elb6lDN4B5Ao3TWoXYUzs,2020-02-18 09:24:55.5983821,2020-02-18 09:24:55.5983833
01e2lCvLZ4fLUIRy68nptH,4NbvIwYcwx8dNGYfUX2bKB,2019-01-25 01:17:38.3263209,2019-01-25 01:17:38.3263210
01KhCk3LxZ60TnXjqdY5VI,0uQIzIuNMfzCZCtRGSr4l9,2019-05-30 01:46:23.9743190,2019-05-30 01:46:23.9743191
01kKwMSA10JavvAaD0Jj5u,2ulWL7DcayhjIa0UOw4v8i,2019-05-21 16:31:25.6234025,2019-05-21 16:31:25.6234026
01kKwMSA10JavvAaD0Jj5u,3aabeAsSipceKNJBt1YylN,2020-02-12 10:23:01.7205486,2020-02-12 10:23:01.7205487
01lSZMwxJv2zbTVc8UZ2jZ,4h0AcnahAqvF6xxLDNUKaq,2020-02-17 10:54:34.4636168,2020-02-17 10:54:34.4636181
01PAM2LxCLL6tflnv7mbV7,4qSkdxcLTpqgJsTyc5MMkE,2019-06-09 02:11:23.2112900,2019-06-09 02:11:23.2112900
01PAM2LxCLL6tflnv7mbV7,5gv6VYPKge6OyVkkhhBacn,2019-05-10 18:51:23.6253712,2019-05-10 18:51:23.6253713
01pKrlgPJhm5dB4lneYAqS,0EdgK7ASb4kfRkW8pVMN02,2020-01-22 15:11:14.4827578,2020-01-22 15:11:14.4827578
01pKrlgPJhm5dB4lneYAqS,0vagXiYvSqs1d00EzODAKp,2020-01-25 16:56:20.8951706,2020-01-25 16:56:20.8951706
01pKrlgPJhm5dB4lneYAqS,1jfW9Ro29uuPlAUfnOqTVw,2019-07-02 23:14:59.4905992,2019-07-02 23:14:59.4905992
01pKrlgPJhm5dB4lneYAqS,23PJY70rydGYINeC4Anfnu,2019-03-29 13:50:49.5751898,2019-03-29 13:50:49.5751899
01pKrlgPJhm5dB4lneYAqS,4gjTpaz6WRV9nX7q4fHwRp,2020-04-18 00:40:31.8717877,2020-04-18 00:40:31.8717889
01pKrlgPJhm5dB4lneYAqS,6OigIV9eqnaj3EGG2f9aSR,2019-05-10 18:51:24.4399681,2019-05-10 18:51:24.4399681
01pKrlgPJhm5dB4lneYAqS,6PTwoCCzthLLmeRvNqEa5Q,2020-01-09 15:56:26.1495609,2020-01-09 15:56:26.1495610
01pRop7SMnVp6HEvQnH31z,5barcEiS0qRuvY1YpAlu4L,2020-01-09 06:46:14.3335062,2020-01-09 06:46:14.3335062
01qGgDqtjEwvL89FNm5Y9n,6z0v5VPI6Nj8Jf0HvDvjdw,2020-06-10 15:37:37.5019238,2020-06-10 15:37:37.5019251
01QTIT5P1pFP3QnnFSdsJf,2pRyjmTGkz5i8xemOtJ7pG,2019-06-19 13:10:02.0825349,2019-06-19 13:10:02.0825350
01vieJHWhg5Vxk57RmfGau,09WSDEUOZeRRtPf7ypQVoo,2020-06-12 21:48:35.8365698,2020-06-12 21:48:35.8365711
01vieJHWhg5Vxk57RmfGau,0fzCSMxuEoPwaZzht6A3iV,2019-01-26 10:40:08.8022493,2019-01-26 10:40:08.8022494
01vieJHWhg5Vxk57RmfGau,0KhCfJXx3SnCa7CMO97NJK,2020-03-30 22:23:02.1790517,2020-03-30 22:23:02.1790530
01vieJHWhg5Vxk57RmfGau,0RZmpy15J6VSzx3IPuNEmR,2020-03-30 18:37:55.2243852,2020-03-30 18:37:55.2243865
01vieJHWhg5Vxk57RmfGau,4EIpZa006lpsgI2qQirOuh,2019-03-07 21:00:11.2718882,2019-03-07 21:00:11.2718882
01vieJHWhg5Vxk57RmfGau,5IMsPY4ueqHHuSdi4ZER3q,2019-03-17 23:05:11.9777138,2019-03-17 23:05:11.9777139
01vieJHWhg5Vxk57RmfGau,7o2q8fVJRhlWA8ynQD2p60,2019-02-20 14:53:40.0215419,2019-02-20 14:53:40.0215420
01vSmhUgSriqhRCQOYTad4,6IxR1EsRvi90SvuP1XWlCE,2020-03-18 13:37:39.5284588,2020-03-18 13:37:39.5284601
01Wck2m10xhdxUrLaMq60y,3tqlCrKwfxcc9SzXnnjRcF,2020-05-17 18:09:58.4640144,2020-05-17 18:09:58.4640157
01WjpKiWVNurV5hjIadB8C,2O2mr2gzBRtKGRiswqRyiN,2020-03-27 18:31:41.2429297,2020-03-27 18:31:41.2429310
01y8iBZYk8aeNfPsuTVrAt,0dlTFvu6sfzEenCh2IAPmu,2019-02-10 14:53:44.4277444,2019-02-10 14:53:44.4277445
01y8iBZYk8aeNfPsuTVrAt,2NsW7nEPsgmqUqEO7GJ83F,2019-03-02 22:23:36.4223562,2019-03-02 22:23:36.4223563
01y8iBZYk8aeNfPsuTVrAt,76vWvM44jeCgBKryBaLcqe,2019-02-14 00:33:39.5436008,2019-02-14 00:33:39.5436009
01ZP85CNi7Y9t1e0one46k,2F3JUlbXa240fRgqTT9fU1,2020-02-12 10:22:27.3893569,2020-02-12 10:22:27.3893569
01ZP85CNi7Y9t1e0one46k,6VSGgrVVLX3GUfM6wpBtBs,2020-02-24 12:32:34.6327011,2020-02-24 12:32:34.6327023
022EiWsch2zvty0qBUksDO,04OxTCLGgDKfO0MMA2lcxv,2019-03-05 18:10:11.8954834,2019-03-05 18:10:11.8954834
022EiWsch2zvty0qBUksDO,2FgAvIPnk7PEx8IGSpe3NF,2019-05-16 11:56:20.4997440,2019-05-16 11:56:20.4997441
0288tuqQVfT0tbHOAZ4XoM,48uhKRqDwSL6yL3NxAd1U5,2019-11-20 07:36:14.2093255,2019-11-20 07:36:14.2093255
0288tuqQVfT0tbHOAZ4XoM,5UOlWyPVwOvlqrT9iioTwm,2019-11-20 05:31:13.9363047,2019-11-20 05:31:13.9363047
0288tuqQVfT0tbHOAZ4XoM,7k4gqNeqQgWylN3BFKTUPz,2019-11-20 06:46:13.5747838,2019-11-20 06:46:13.5747839
028lPW2NdWHdSPCkRkcyhd,24bnCCysWnbNRNUT4LpHcP,2020-01-27 06:01:21.3454481,2020-01-27 06:01:21.3454482
028lPW2NdWHdSPCkRkcyhd,454Epa1vrCGFddHXKyC1kb,2020-01-27 06:01:20.2865580,2020-01-27 06:01:20.2865581
028lPW2NdWHdSPCkRkcyhd,5nAkJ0CWpvGRf3MbOpwSfl,2020-02-14 18:23:26.6714500,2020-02-14 18:23:26.6714822
02A3cEvlLLCbIMVDrK2GHV,78rIJddV4X0HkNAInEcYde,2020-06-08 11:06:43.1764196,2020-06-08 11:06:43.1764210
02AM03mK2DQTiDr33b87f6,4QM03Jgj9V8EdBtbh393la,2019-05-13 15:11:19.6274412,2019-05-13 15:11:19.6274413
02CbI9KcvaNGJ7KQLIbJD7,0OEQW4mM5zwSPoL6vDB04t,2019-06-25 12:04:58.3766670,2019-06-25 12:04:58.3766671
02CbI9KcvaNGJ7KQLIbJD7,2qE6VEFpffdEP9WxIgKKUB,2019-06-04 20:06:24.2476147,2019-06-04 20:06:24.2476147
02CbI9KcvaNGJ7KQLIbJD7,380hvLwClhA8gKnA96Fsr0,2019-06-04 20:06:23.5789558,2019-06-04 20:06:23.5789559
02CbI9KcvaNGJ7KQLIbJD7,65Bnqcl6aHoHbtFn2yY70j,2019-06-04 03:26:21.1697052,2019-06-04 03:26:21.1697053
02da1vDJ2hWqfK7aJL6SJm,3TW48DvQ7ChwY1Yy1tkMaP,2020-03-27 15:36:37.4385866,2020-03-27 15:36:37.4385880
02elg56w6UoUtiU19qa21K,4JCzTV115Xt4tiYFxSsoFX,2019-03-05 18:35:11.6762876,2019-03-05 18:35:11.6762877
02FIs62Nop52XG7OWMJ3rI,4a3ciCIhT20T1fJvbLuUQp,2019-02-14 10:33:36.1443957,2019-02-14 10:33:36.1443958
02j9qi7ex5bkLXn94ERuXc,1LkX4uSYFb16AWEJ14KjKi,2020-05-13 14:34:11.9614319,2020-05-13 14:34:11.9614332
02j9qi7ex5bkLXn94ERuXc,5TLvVoUPggnDa1X3hRw2rJ,2020-05-05 15:16:41.0499637,2020-05-05 15:16:41.0499650
02j9qi7ex5bkLXn94ERuXc,7iOgUPkFXU9h8TCyIYBsXg,2020-05-24 18:06:50.8724782,2020-05-24 18:06:50.8724795
02jb3iJUcjIVwucRa5YXTn,0SFayU8aU1rpevREOEWHEU,2020-06-10 21:02:41.1422225,2020-06-10 21:02:41.1422237
02kJSzxNuaWGqwubyUba0Z,2DQ1ITjI0YoLFzuADN1ZBW,2020-04-22 14:17:00.8269808,2020-04-22 14:17:00.8269821
02kJSzxNuaWGqwubyUba0Z,2Xqd0wUttjueBfdcltADOv,2019-01-25 01:15:13.8514049,2019-01-25 01:15:13.8514050
02kJSzxNuaWGqwubyUba0Z,40YcuQysJ0KlGQTeGUosTC,2020-02-12 10:23:32.2527626,2020-02-12 10:23:32.2527626
02kJSzxNuaWGqwubyUba0Z,61TklWcG8PbT5hvUTzwLaY,2020-03-14 23:21:13.2422152,2020-03-14 23:21:13.2422163
02kJSzxNuaWGqwubyUba0Z,688QpQAwqsLdBR6lr13wK1,2019-05-05 18:26:23.9892029,2019-05-05 18:26:23.9892030
02kJSzxNuaWGqwubyUba0Z,794QVQtFNy7hvtjQP1keQd,2019-01-25 01:22:21.7552100,2019-01-25 01:22:21.7552101
02NfyD6AlLA12crYzw5YcR,7c1Dar0pIAW7w5TzaGjt9t,2020-02-12 10:45:27.2299083,2020-02-12 10:45:27.2299095
02pGsYqIR3RxXOflYYc4V7,5akihxQPVtNGkZV2uAImMY,2020-06-18 22:50:53.6488593,2020-06-18 22:50:53.6488606
02QS4GibrL7zDnqe4OWWeu,1x2wZBHyVwbgDyUZpAfOgn,2020-02-22 20:56:54.5092201,2020-02-22 20:56:54.5092215
02QS4GibrL7zDnqe4OWWeu,2RiqntEZMvmzbQQVodjKPw,2020-02-22 17:36:43.9614078,2020-02-22 17:36:43.9614090
02rOOTKZzHdwEA7geXGz87,1rumIiSEfIJm1WlxCZ7z69,2019-05-08 16:26:19.3325287,2019-05-08 16:26:19.3325288
02sp94ivWaP4d19xhQvIXC,1vPw8XDPJLMmIaQGHYQ7Pp,2020-03-13 17:45:50.6088568,2020-03-13 17:45:50.6088579
02U4dXZhGSo07f66l8JZ91,0UZrloJ3IvP3d8XmtDFFJA,2019-02-25 10:43:42.7246972,2019-02-25 10:43:42.7246973
02U4dXZhGSo07f66l8JZ91,2Gq0jYYpUnuw7rG81bMXya,2020-04-26 02:28:30.9975696,2020-04-26 02:28:30.9975707
02U4dXZhGSo07f66l8JZ91,4qi3E7t7N3rw8N8HAr8qfW,2019-06-07 21:01:20.7363615,2019-06-07 21:01:20.7363616
02U4dXZhGSo07f66l8JZ91,7kuknPPa148Ex9XUpYvvIZ,2019-06-13 22:01:20.8060802,2019-06-13 22:01:20.8060803
02uYdhMhCgdB49hZlYRm9o,5qVPF3mjUkGSLda9ISeWjF,2020-02-17 15:54:41.9125332,2020-02-17 15:54:41.9125344
02weRmIvfXFNR4FAIXEQSo,627bEjAmoEbLa4hVA04W3R,2020-03-01 11:30:20.5406136,2020-03-01 11:30:20.5406149
02YLJJnWC7YQVixkjEBRn7,0DwaOWI1kC2s98qLj0LTDd,2020-06-19 00:05:54.6342051,2020-06-19 00:05:54.6342062
02YLJJnWC7YQVixkjEBRn7,1TNIPwsB6knLXdlfjjnPTX,2019-01-25 01:13:57.1490868,2019-01-25 01:13:57.1490869
02YLJJnWC7YQVixkjEBRn7,3yz6xWeKk5lPd4afjt02RC,2019-07-02 08:39:58.6196606,2019-07-02 08:39:58.6196607
0399oiMcmbOzzsYQDNYqxn,2nVmuTzCM12VGlN0U58tHN,2019-06-03 12:26:20.8029066,2019-06-03 12:26:20.8029067
0399oiMcmbOzzsYQDNYqxn,5P4KMR8aiKtz2WFxNVYChF,2019-03-05 18:10:11.6986210,2019-03-05 18:10:11.6986211
039zhJoEkboZ8Ii6K40Fb6,0sTgHAn5mxtQXeb1BsLSKC,2019-01-25 01:12:53.3354314,2019-01-25 01:12:53.3354315
039zhJoEkboZ8Ii6K40Fb6,68YYKjdbD8VfGHPhXZaPsB,2019-01-25 01:20:15.3824766,2019-01-25 01:20:15.3824766
03GruNQP8X25PCoWzdvIGZ,4AD2dterIUjNt1LFNI9Bvi,2020-01-28 23:52:59.8130245,2020-01-28 23:52:59.8130258
03jmNYCNH9lKfXcRDoFckB,5iqQoaHxn5hjM2kS4Q8Lgi,2019-02-21 15:28:36.3795463,2019-02-21 15:28:36.3795464
03jmNYCNH9lKfXcRDoFckB,5VcEmxmQwKobnYbRSe7bSq,2019-07-11 16:00:01.6321481,2019-07-11 16:00:01.6321482
03r4iKL2g2442PT9n2UKsx,0Puj4YlTm6xNzDDADXHMI9,2020-01-28 23:52:58.8181518,2020-01-28 23:52:58.8181533
03r4iKL2g2442PT9n2UKsx,3gKwVWwKmeuFtPubICbOGc,2020-02-12 10:23:08.2986735,2020-02-12 10:23:08.2986735
03r4iKL2g2442PT9n2UKsx,5fpizYGbi5IQoEraj6FP0R,2020-01-29 07:54:16.8154732,2020-01-29 07:54:16.8154745
03r4iKL2g2442PT9n2UKsx,5NLuC70kZQv8q34QyQa1DP,2020-01-28 23:58:54.5160911,2020-01-28 23:58:54.5160923
03r4iKL2g2442PT9n2UKsx,5qxChyzKLEyoPJ5qGrdurN,2020-01-21 00:26:15.2901863,2020-01-21 00:26:15.2901863
03rlubJFN0KCfvjKwt25D9,77VtotY5X2jt4SKVbNBZ0d,2020-05-03 10:45:33.9248907,2020-05-03 10:45:33.9248921
03WrOkxi8Ktm2tBYI1Z7vV,5YPIX0GlnaAxaJBFJydMT4,2020-05-11 20:28:43.6499281,2020-05-11 20:28:43.6499292
03X2rnTnfrpid7yLZfUSGn,40wnPp1Wq18EBRWxzko2k2,2019-07-25 23:20:08.5697896,2019-07-25 23:20:08.5697896
040Bv6cZTRh30LyyYVXgJX,5neFHiejZX5OmTD5ZtJexC,2020-04-18 23:10:47.7782352,2020-04-18 23:10:47.7782392
041iTeoMIwXMlShuQPIVKo,6Qi0Wls2EaolwPMPMxfe5f,2020-02-12 10:45:27.2293837,2020-02-12 10:45:27.2293850
0470FSE19wkoZe4R06GW9i,7DGGa4uHnoQeYHSeCWrPOa,2020-07-03 09:11:21.3993483,2020-07-03 09:11:21.3993484
048FBwXjFYBWxSggPDipic,1yG1OpMiV8WtDeOYEBvNW8,2020-04-15 12:39:06.3632922,2020-04-15 12:39:06.3632936
04an0WtFSvVqQkGrgIxq1Y,76ERbo8EX70lBdTIH1DROy,2020-04-03 08:29:21.1976810,2020-04-03 08:29:21.1976821
04EClrOlfqnBEIvWbzS9H8,5Qj1GzViVN8doO7Rr9DIzP,2019-02-26 00:53:36.2525468,2019-02-26 00:53:36.2525469
04eZcnU35QSzPZFz9VAU6B,7Dqj6H4MlHEZUnprQZ4rCl,2019-11-28 17:41:12.9282968,2019-11-28 17:41:12.9282968
04FjNUAWthqAQoZLUjCNkw,0014grUcNgsV4upfZw3q9J,2020-06-13 01:58:31.1834181,2020-06-13 01:58:31.1834192
04FjNUAWthqAQoZLUjCNkw,2JEvCaTQjx9EGdpBhDb4K9,2019-04-23 15:06:22.9808701,2019-04-23 15:06:22.9808702
04FjNUAWthqAQoZLUjCNkw,2OwB2kU1ox0PGgbRTHlJOQ,2019-05-09 19:31:19.3691140,2019-05-09 19:31:19.3691141
04FjNUAWthqAQoZLUjCNkw,3xckaFlV18eVuiyTaEmjed,2019-07-19 12:19:59.5107606,2019-07-19 12:19:59.5107606
04gDigrS5kc9YWfZHwBETP,0GxQ1A5L9xnMOytbP6eKBG,2020-02-21 16:36:25.9480296,2020-02-21 16:36:25.9480308
04gDigrS5kc9YWfZHwBETP,1XGmzt0PVuFgQYYnV2It7A,2020-02-12 10:22:14.1870672,2020-02-12 10:22:14.1870673
04gDigrS5kc9YWfZHwBETP,20v4ZTt1OVzKFkRjEFNEXw,2020-03-25 17:45:38.0535884,2020-03-25 17:45:38.0535896
04gDigrS5kc9YWfZHwBETP,2b8fOow8UzyDFAE27YhOZM,2019-11-12 16:15:56.7183157,2019-11-12 16:15:56.7183157
04gDigrS5kc9YWfZHwBETP,2CtaTmkRB7csW9XAZbWHDq,2019-02-27 10:13:36.3615535,2019-02-27 10:13:36.3615536
04gDigrS5kc9YWfZHwBETP,2iuZJX9X9P0GKaE93xcPjk,2020-02-27 17:13:55.2226635,2020-02-27 17:13:55.2226647
04gDigrS5kc9YWfZHwBETP,2sLS4tVaEoMYrNS67PVz0V,2019-06-30 13:44:59.3880547,2019-06-30 13:44:59.3880548
04gDigrS5kc9YWfZHwBETP,494OU6M7NOf4ICYb4zWCf5,2020-05-14 15:09:13.0316027,2020-05-14 15:09:13.0316038
04gDigrS5kc9YWfZHwBETP,4gbVRS8gloEluzf0GzDOFc,2020-02-12 10:23:47.2989784,2020-02-12 10:23:47.2989785
04gDigrS5kc9YWfZHwBETP,4llK75pXNWZz6KAho2Gp16,2019-05-06 02:21:23.0335497,2019-05-06 02:21:23.0335497
04gDigrS5kc9YWfZHwBETP,5o3GnrcFtvkdf3zFznuSbA,2020-05-15 09:54:25.2717628,2020-05-15 09:54:25.2717641
04gDigrS5kc9YWfZHwBETP,5qII2n90lVdPDcgXEEVHNy,2019-05-09 18:16:23.5008092,2019-05-09 18:16:23.5008093
04gDigrS5kc9YWfZHwBETP,6ECp64rv50XVz93WvxXMGF,2020-05-13 21:14:20.9846438,2020-05-13 21:14:20.9846452
04gDigrS5kc9YWfZHwBETP,6FRLCMO5TUHTexlWo8ym1W,2019-07-19 14:00:00.7583349,2019-07-19 14:00:00.7583350
04gDigrS5kc9YWfZHwBETP,7pYfyrMNPn3wtoCyqcTVoI,2019-12-20 20:31:13.0245867,2019-12-20 20:31:13.0245868
04HqRx07Bv9gh7rsrMTqs7,7N06jo3EnV792VFaG8vuW6,2019-12-31 01:06:13.5377469,2019-12-31 01:06:13.5377470
04L4Y7Hkc1fULKhFbTnSSs,3kpQ47nF7sKRkDLHlXdLGo,2019-11-19 23:16:14.1254515,2019-11-19 23:16:14.1254515
04piGA2IDgIevAiRL90Gt6,2fmcciVsc7IEKTFGWZcyB1,2020-02-12 10:22:28.3022695,2020-02-12 10:22:28.3022696
04R1pgF7Jim781YHSBdCzy,1fODwKMoFmmlQkhOI1m5uB,2020-06-08 09:51:43.9715483,2020-06-08 09:51:43.9715494
